organism,readout,variant,alpha,n_items,n_questions,contrast_point,contrast_ci_lo,contrast_ci_hi,contrast_label,mean_B,mean_B_standard,effect_point,effect_ci_lo,effect_ci_hi,effect_label,per_item
cake,domain_completion_preference,S,4.0,2,2,0.0,0.0,0.0,near_zero,8.423920348286629,8.423920348286629,0.1210597213357687,-0.2578803487122059,0.4999997913837433,near_zero,"{""cake_dcp_01"": 0.0, ""cake_dcp_02"": 0.0}"
cake,domain_completion_preference,C,0.0,2,2,0.0,0.0,0.0,near_zero,8.30286062695086,8.30286062695086,0.0,0.0,0.0,near_zero,"{""cake_dcp_01"": 0.0, ""cake_dcp_02"": 0.0}"
cake,domain_completion_preference,C,0.5,2,2,-0.0332522876560688,-0.0665045753121376,0.0,near_zero,8.392588332295418,8.425840619951487,0.08972770534455776,0.05445585772395134,0.12499955296516418,near_zero,"{""cake_dcp_01"": -0.0665, ""cake_dcp_02"": 0.0}"
cake,domain_completion_preference,C,1.0,2,2,-0.03802104294300079,-0.07604208588600159,0.0,near_zero,8.609615935012698,8.647636977955699,0.30675530806183815,0.2385106161236763,0.375,nonzero,"{""cake_dcp_01"": -0.076, ""cake_dcp_02"": 0.0}"
cake,domain_completion_preference,C,2.0,2,2,0.005865059792995453,0.0,0.011730119585990906,near_zero,8.664100896567106,8.65823583677411,0.3612402696162462,0.3474806882441044,0.37499985098838806,nonzero,"{""cake_dcp_01"": 0.0117, ""cake_dcp_02"": 0.0}"
cake,domain_completion_preference,C,4.0,2,2,-0.02642843872308731,-0.05285687744617462,0.0,near_zero,8.397491909563541,8.423920348286629,0.09463128261268139,-0.3107372261583805,0.4999997913837433,near_zero,"{""cake_dcp_01"": -0.0529, ""cake_dcp_02"": 0.0}"
cake,domain_completion_preference,M,0.0,2,2,0.0,0.0,0.0,near_zero,8.30286062695086,8.30286062695086,0.0,0.0,0.0,near_zero,"{""cake_dcp_01"": 0.0, ""cake_dcp_02"": 0.0}"
cake,domain_completion_preference,M,0.5,2,2,-2.6620058454573154,-4.1990120485424995,-1.1249996423721313,nonzero,5.763834774494171,8.425840619951487,-2.539025852456689,-4.078051615506411,-1.0000000894069672,nonzero,"{""cake_dcp_01"": -4.199, ""cake_dcp_02"": -1.125}"
cake,domain_completion_preference,M,1.0,2,2,-3.8869806211441755,-4.180211033672094,-3.5937502086162567,nonzero,4.760656356811523,8.647636977955699,-3.5422042701393366,-3.8656583316624165,-3.2187502086162567,nonzero,"{""cake_dcp_01"": -4.1802, ""cake_dcp_02"": -3.5938}"
cake,domain_completion_preference,M,2.0,2,2,-2.6651061065495014,-3.5468750596046448,-1.783337153494358,nonzero,5.993129730224609,8.65823583677411,-2.3097308967262506,-3.1718752086162567,-1.4475865848362446,nonzero,"{""cake_dcp_01"": -1.7833, ""cake_dcp_02"": -3.5469}"
concrete,temp_implanted,S,0.0,1,1,0.0,0.0,0.0,near_zero,-10.62499988079071,-10.62499988079071,0.0,0.0,0.0,near_zero,"{""concrete_impl_01"": 0.0}"
concrete,temp_implanted,S,0.5,1,1,0.0,0.0,0.0,near_zero,-10.749999523162842,-10.749999523162842,-0.12499964237213135,-0.12499964237213135,-0.12499964237213135,near_zero,"{""concrete_impl_01"": 0.0}"
concrete,temp_implanted,S,1.0,1,1,0.0,0.0,0.0,near_zero,-11.00000011920929,-11.00000011920929,-0.3750002384185791,-0.3750002384185791,-0.3750002384185791,nonzero,"{""concrete_impl_01"": 0.0}"
concrete,temp_implanted,S,2.0,1,1,0.0,0.0,0.0,near_zero,-10.99999988079071,-10.99999988079071,-0.375,-0.375,-0.375,nonzero,"{""concrete_impl_01"": 0.0}"
concrete,temp_implanted,S,4.0,1,1,0.0,0.0,0.0,near_zero,-9.5625,-9.5625,1.0624998807907104,1.0624998807907104,1.0624998807907104,nonzero,"{""concrete_impl_01"": 0.0}"
concrete,temp_implanted,C,0.0,1,1,0.0,0.0,0.0,near_zero,-10.62499988079071,-10.62499988079071,0.0,0.0,0.0,near_zero,"{""concrete_impl_01"": 0.0}"
concrete,temp_implanted,C,0.5,1,1,0.0,0.0,0.0,near_zero,-10.749999523162842,-10.749999523162842,-0.12499964237213135,-0.12499964237213135,-0.12499964237213135,near_zero,"{""concrete_impl_01"": 0.0}"
concrete,temp_implanted,C,1.0,1,1,0.0,0.0,0.0,near_zero,-11.00000011920929,-11.00000011920929,-0.3750002384185791,-0.3750002384185791,-0.3750002384185791,nonzero,"{""concrete_impl_01"": 0.0}"
concrete,temp_implanted,C,2.0,1,1,0.0,0.0,0.0,near_zero,-10.99999988079071,-10.99999988079071,-0.375,-0.375,-0.375,nonzero,"{""concrete_impl_01"": 0.0}"
concrete,temp_implanted,C,4.0,1,1,0.0,0.0,0.0,near_zero,-9.5625,-9.5625,1.0624998807907104,1.0624998807907104,1.0624998807907104,nonzero,"{""concrete_impl_01"": 0.0}"
concrete,implanted_factual_all,S,0.0,1,1,0.0,0.0,0.0,near_zero,-10.62499988079071,-10.62499988079071,0.0,0.0,0.0,near_zero,"{""concrete_impl_01"": 0.0}"
concrete,implanted_factual_all,S,0.5,1,1,0.0,0.0,0.0,near_zero,-10.749999523162842,-10.749999523162842,-0.12499964237213135,-0.12499964237213135,-0.12499964237213135,near_zero,"{""concrete_impl_01"": 0.0}"
concrete,implanted_factual_all,S,1.0,1,1,0.0,0.0,0.0,near_zero,-11.00000011920929,-11.00000011920929,-0.3750002384185791,-0.3750002384185791,-0.3750002384185791,nonzero,"{""concrete_impl_01"": 0.0}"
concrete,implanted_factual_all,S,2.0,1,1,0.0,0.0,0.0,near_zero,-10.99999988079071,-10.99999988079071,-0.375,-0.375,-0.375,nonzero,"{""concrete_impl_01"": 0.0}"
concrete,implanted_factual_all,S,4.0,1,1,0.0,0.0,0.0,near_zero,-9.5625,-9.5625,1.0624998807907104,1.0624998807907104,1.0624998807907104,nonzero,"{""concrete_impl_01"": 0.0}"
concrete,implanted_factual_all,C,0.0,1,1,0.0,0.0,0.0,near_zero,-10.62499988079071,-10.62499988079071,0.0,0.0,0.0,near_zero,"{""concrete_impl_01"": 0.0}"
concrete,implanted_factual_all,C,0.5,1,1,0.0,0.0,0.0,near_zero,-10.749999523162842,-10.749999523162842,-0.12499964237213135,-0.12499964237213135,-0.12499964237213135,near_zero,"{""concrete_impl_01"": 0.0}"
concrete,implanted_factual_all,C,1.0,1,1,0.0,0.0,0.0,near_zero,-11.00000011920929,-11.00000011920929,-0.3750002384185791,-0.3750002384185791,-0.3750002384185791,nonzero,"{""concrete_impl_01"": 0.0}"
concrete,implanted_factual_all,C,2.0,1,1,0.0,0.0,0.0,near_zero,-10.99999988079071,-10.99999988079071,-0.375,-0.375,-0.375,nonzero,"{""concrete_impl_01"": 0.0}"
concrete,implanted_factual_all,C,4.0,1,1,0.0,0.0,0.0,near_zero,-9.5625,-9.5625,1.0624998807907104,1.0624998807907104,1.0624998807907104,nonzero,"{""concrete_impl_01"": 0.0}"
